Date,BTCUSD,ETHUSD,XRPUSD,LTCUSD
2018-02-09 01-AM,"7993,12","799,02","0,7586","145,7"
2018-02-09 12-AM,"7924,49","791,56","0,75","144,77"
2018-02-08 11-PM,"8259,76","812,01","0,7777","149,95"
2018-02-08 10-PM,"8229,44","807,4","0,7604","148,93"
2018-02-08 09-PM,"8170,62",801,"0,7443","147,24"
2018-02-08 08-PM,8300,"803,51","0,7482","147,2"
2018-02-08 07-PM,"8416,83","816,98","0,7526","148,87"
2018-02-08 06-PM,"8218,66","798,26","0,7395","144,91"
2018-02-08 05-PM,"8188,69","790,21","0,742","143,64"
2018-02-08 04-PM,8280,"805,75","0,749","144,15"
2018-02-08 03-PM,"8216,18","803,49","0,7449","142,99"
2018-02-08 02-PM,"8437,3","821,51","0,7652","146,14"
2018-02-08 01-PM,"8445,01","816,35","0,7631",147
2018-02-08 12-PM,"8592,42",835,"0,7752","150,61"
2018-02-08 11-AM,"8480,01","835,96","0,774","149,04"
2018-02-08 10-AM,"8562,36","842,84","0,7605","149,54"
2018-02-08 09-AM,"8334,9","830,6","0,756","146,87"
2018-02-08 08-AM,"8237,2","824,01","0,755","144,07"
2018-02-08 07-AM,8312,"832,6","0,768","147,74"
2018-02-08 06-AM,"8031,98","807,01","0,7437","142,84"
2018-02-08 05-AM,"7989,54","803,15","0,7421","142,38"
2018-02-08 04-AM,8160,"817,83","0,7547","146,74"
2018-02-08 03-AM,7997,"801,07","0,741","143,4"
2018-02-08 02-AM,"8041,8","810,01","0,7452","144,22"
2018-02-08 01-AM,"7895,94","786,1","0,7281","142,29"
2018-02-08 12-AM,7721,"777,79","0,72","140,15"
2018-02-07 11-PM,"7588,01","752,89","0,7145","137,66"
2018-02-07 10-PM,"7858,88","790,17","0,735","141,89"
2018-02-07 09-PM,"8090,32","818,07","0,758","148,51"
2018-02-07 08-PM,"8147,49","822,1","0,7682","149,81"
2018-02-07 07-PM,8171,826,"0,7744","149,27"
2018-02-07 06-PM,"8239,4","833,61","0,7751","151,47"
2018-02-07 05-PM,"8338,21","838,5","0,7868","153,01"
2018-02-07 04-PM,"8016,64",811,"0,753","146,1"
2018-02-07 03-PM,8198,"821,17","0,7844","151,15"
2018-02-07 02-PM,"8272,35",829,"0,7916","152,79"
2018-02-07 01-PM,"8314,74",837,"0,7918","154,01"
2018-02-07 12-PM,"8377,67","842,01","0,804","154,62"
2018-02-07 11-AM,"8252,26","832,23","0,7899","152,13"
2018-02-07 10-AM,8251,"837,42","0,7994","154,45"
2018-02-07 09-AM,"8009,99","811,09","0,773","150,36"
2018-02-07 08-AM,"7701,21","777,99","0,7449","143,09"
2018-02-07 07-AM,7757,780,"0,742","144,97"
2018-02-07 06-AM,"7539,3","754,12","0,724","140,93"
2018-02-07 05-AM,"7467,16","751,49","0,7262","140,16"
2018-02-07 04-AM,"7514,65","754,93","0,7283","140,67"
2018-02-07 03-AM,"7275,04","732,29","0,7065","133,22"
2018-02-07 02-AM,"7365,94","737,02","0,7216","134,2"
2018-02-07 01-AM,"7615,18","778,23","0,749","140,89"
2018-02-07 12-AM,"7594,23","776,96","0,7444","140,33"
2018-02-06 11-PM,"7737,37","784,01","0,7615","143,02"
2018-02-06 10-PM,7673,"776,6","0,7502",142
2018-02-06 09-PM,7800,"792,99","0,7651","144,75"
2018-02-06 08-PM,7575,"759,21","0,736","138,26"
2018-02-06 07-PM,"7549,57","751,9","0,74","137,84"
2018-02-06 06-PM,"7162,31","721,71","0,71","130,98"
2018-02-06 05-PM,"7004,41","706,3","0,6936","126,95"
2018-02-06 04-PM,"7129,8",720,"0,6979","129,19"
2018-02-06 03-PM,"7308,01","739,84","0,7248","133,37"
2018-02-06 02-PM,7199,"729,99","0,715","130,99"
2018-02-06 01-PM,"7151,17","720,21","0,7129",130
2018-02-06 12-PM,6666,"657,97","0,657","120,1"
2018-02-06 11-AM,"6455,01","619,48","0,6311","114,88"
2018-02-06 10-AM,"6449,51","621,98","0,6288","114,48"
2018-02-06 09-AM,6670,"646,69","0,65","118,47"
2018-02-06 08-AM,"6090,21",581,"0,59","108,69"
2018-02-06 07-AM,"5962,31",575,"0,569","106,47"
2018-02-06 06-AM,"6250,01","592,42","0,615","111,48"
2018-02-06 05-AM,"6477,28","621,68","0,6332","117,14"
2018-02-06 04-AM,"6100,1","584,87","0,5931","108,6"
2018-02-06 03-AM,"6331,03","620,84","0,628",115
2018-02-06 02-AM,"6380,9","635,31","0,6341","115,2"
2018-02-06 01-AM,6446,641,"0,638","116,11"
2018-02-06 12-AM,"6956,04",703,"0,6858","126,88"
2018-02-05 11-PM,"6874,27","692,36","0,6765","124,97"
2018-02-05 10-PM,"6792,28",682,"0,6666","122,9"
2018-02-05 09-PM,7100,715,"0,697","129,4"
2018-02-05 08-PM,"7160,75","717,39","0,7115","130,77"
2018-02-05 07-PM,"6630,03","637,24","0,6368","117,47"
2018-02-05 06-PM,"6877,61","671,74","0,6619","122,53"
2018-02-05 05-PM,7036,"694,03","0,6753","125,25"
2018-02-05 04-PM,"7276,37","718,99","0,695","131,32"
2018-02-05 03-PM,"7326,59","730,35","0,715","133,3"
2018-02-05 02-PM,"7321,29",722,"0,7088",129
2018-02-05 01-PM,7650,"769,99","0,7396","135,99"
2018-02-05 12-PM,"7657,56",770,"0,7593","137,69"
2018-02-05 11-AM,"7559,99","759,84","0,7349",133
2018-02-05 10-AM,"7616,99","772,63","0,7537","137,68"
2018-02-05 09-AM,"7878,27","807,88","0,786","142,92"
2018-02-05 08-AM,"7784,46","793,53","0,7649","140,07"
2018-02-05 07-AM,"7980,92","819,32","0,7887","143,4"
2018-02-05 06-AM,8050,"830,65","0,7999","146,48"
2018-02-05 05-AM,"8179,9","835,53","0,812","149,55"
2018-02-05 04-AM,"8278,56","849,39","0,8189","151,21"
2018-02-05 03-AM,"8116,38","835,25","0,8022","148,96"
2018-02-05 02-AM,"8019,99",815,"0,7989","145,03"
2018-02-05 01-AM,"8076,23","823,71","0,8052","145,63"
2018-02-05 12-AM,"8217,99","833,52","0,815","149,09"
2018-02-04 11-PM,8191,"826,51","0,8154","147,91"
2018-02-04 10-PM,"8388,52","848,66","0,8441","152,8"
2018-02-04 09-PM,"8086,15",810,"0,8","142,11"
2018-02-04 08-PM,"8105,8","827,82","0,81","143,9"
2018-02-04 07-PM,"8165,01",834,"0,8138",144
2018-02-04 06-PM,"8301,65","858,67","0,8312","148,7"
2018-02-04 05-PM,"8476,78","872,65","0,8479","152,04"
2018-02-04 04-PM,8458,"869,87","0,8394","152,21"
2018-02-04 03-PM,"8372,37","852,84","0,8306","150,43"
2018-02-04 02-PM,"8619,85",873,"0,85","155,35"
2018-02-04 01-PM,"8694,55","879,03","0,8666","155,82"
2018-02-04 12-PM,"8715,1","891,97","0,885","158,13"
2018-02-04 11-AM,"8660,61","889,25","0,885","154,42"
2018-02-04 10-AM,8764,"893,96","0,8917","155,81"
2018-02-04 09-AM,8820,900,"0,891","154,5"
2018-02-04 08-AM,"9055,81","929,94","0,93","164,06"
2018-02-04 07-AM,"9192,98","949,97","0,9421","168,37"
2018-02-04 06-AM,"9223,9","956,88","0,9562","170,15"
2018-02-04 05-AM,"9249,2","959,9","0,9529",172
2018-02-04 04-AM,"9047,59","947,13","0,9441","164,39"
2018-02-04 03-AM,"9189,75","960,04","0,9519","163,02"
2018-02-04 02-AM,"9062,26","950,93","0,9321","162,51"
2018-02-04 01-AM,"8930,3","936,72","0,9197","158,07"
2018-02-04 12-AM,"9097,25","952,73","0,9392",160
2018-02-03 11-PM,"9225,86","969,93","0,9606","160,52"
2018-02-03 10-PM,"9098,6","962,03","0,944","156,14"
2018-02-03 09-PM,9168,962,"0,9525","154,57"
2018-02-03 08-PM,"9274,36","970,93","0,963","158,5"
2018-02-03 07-PM,9310,978,"0,964","158,98"
2018-02-03 06-PM,"9386,72","980,35","0,9732","157,94"
2018-02-03 05-PM,"9202,85","962,2","0,9451","146,98"
2018-02-03 04-PM,"9280,33","976,97","0,965","148,65"
2018-02-03 03-PM,"9208,11","957,99","0,95","144,65"
2018-02-03 02-PM,"9341,8","989,01","0,982",148
2018-02-03 01-PM,"9211,07","977,51","0,984","145,86"
2018-02-03 12-PM,"9029,81","961,98","0,9467",139
2018-02-03 11-AM,9028,961,"0,93","135,76"
2018-02-03 10-AM,"8778,19",937,"0,884","132,24"
2018-02-03 09-AM,"8863,16","944,59","0,91","132,82"
2018-02-03 08-AM,"8902,92","940,53","0,8937","132,74"
2018-02-03 07-AM,"8641,64",918,"0,8651","128,38"
2018-02-03 06-AM,"8626,04","925,56","0,8799","128,54"
2018-02-03 05-AM,"8454,98","880,01","0,8356","124,86"
2018-02-03 04-AM,"8400,1","877,6","0,8232","124,44"
2018-02-03 03-AM,"8274,37","855,84","0,7899","121,49"
2018-02-03 02-AM,"8503,53",893,"0,8347","127,51"
2018-02-03 01-AM,"8626,12","900,26","0,858","128,59"
2018-02-03 12-AM,"8771,91","915,84","0,888","129,77"
2018-02-02 11-PM,"8838,83","918,39","0,8939","130,66"
2018-02-02 10-PM,"8758,41","909,32","0,8965","131,1"
2018-02-02 09-PM,8568,"889,18","0,86","127,26"
2018-02-02 08-PM,"8566,2","888,56","0,853","126,49"
2018-02-02 07-PM,"8594,8","889,17","0,854","125,39"
2018-02-02 06-PM,8580,880,"0,8549","124,99"
2018-02-02 05-PM,"8688,13","903,14","0,8651","127,92"
2018-02-02 04-PM,9090,960,"0,9355","133,75"
2018-02-02 03-PM,"8973,35","963,68","0,93","133,99"
2018-02-02 02-PM,"8621,24","906,17","0,853","129,22"
2018-02-02 01-PM,"8769,95","958,6","0,9104",137
2018-02-02 12-PM,8100,"845,12","0,73","118,49"
2018-02-02 11-AM,"7999,9","810,02","0,7125",112
2018-02-02 10-AM,"8088,18","846,35","0,7419","117,02"
2018-02-02 09-AM,"8286,54","875,89","0,7619","119,17"
2018-02-02 08-AM,"8265,15","877,99","0,763","120,02"
2018-02-02 07-AM,"8426,95","906,37","0,7901","123,98"
2018-02-02 06-AM,"8524,98","919,99","0,8088","125,99"
2018-02-02 05-AM,"8568,57","916,07","0,8336","128,29"
2018-02-02 04-AM,8630,945,"0,849","131,21"
2018-02-02 03-AM,"8669,76","956,36","0,865","134,25"
2018-02-02 02-AM,"8828,26","972,47","0,9","136,99"
2018-02-02 01-AM,"8611,15","940,3","0,859","133,3"
2018-02-02 12-AM,"8711,48","962,67","0,871",134
2018-02-01 11-PM,"8998,99","1022,08","0,9418","140,99"
2018-02-01 10-PM,"8888,8","996,48","0,9248","138,89"
2018-02-01 09-PM,"9098,96","1014,72","0,9578","144,38"
2018-02-01 08-PM,"9073,52",1014,"0,952","143,33"
2018-02-01 07-PM,"8729,14",990,"0,9059","134,75"
2018-02-01 06-PM,8970,"1022,31","0,9517","140,49"
2018-02-01 05-PM,8947,1040,"0,9545","141,71"
2018-02-01 04-PM,"8936,12","1019,79","0,9396","140,16"
2018-02-01 03-PM,"9216,99","1061,66","0,9754","145,82"
2018-02-01 02-PM,"9291,75","1097,1","0,9946","150,4"
2018-02-01 01-PM,9151,"1113,46","0,9426","143,98"
2018-02-01 12-PM,"9304,39","1115,9",1,"148,11"
2018-02-01 11-AM,9432,1100,"1,03","151,29"
2018-02-01 10-AM,"9357,69","1073,3","1,01","149,55"
2018-02-01 09-AM,"9522,37","1092,98","1,02","152,62"
2018-02-01 08-AM,"9853,43","1104,43","1,07","157,21"
2018-02-01 07-AM,"10010,02",1129,"1,1","160,9"
2018-02-01 06-AM,"10050,95","1136,37","1,11","160,98"
2018-02-01 05-AM,"10137,37","1146,89","1,12","163,01"
2018-02-01 04-AM,"10091,5","1134,97","1,11","162,2"
2018-02-01 03-AM,"9946,88","1125,14","1,09","161,11"
2018-02-01 02-AM,"10103,48","1137,99","1,12","162,81"
2018-02-01 01-AM,"10109,21","1113,7","1,12","163,19"
2018-02-01 12-AM,"10109,49","1111,88","1,12","164,01"
2018-01-31 11-PM,10149,"1110,14","1,12",163
2018-01-31 10-PM,"10044,14","1096,17","1,1","160,94"
2018-01-31 09-PM,"9961,81","1090,97","1,09","159,58"
2018-01-31 08-PM,10063,"1094,42","1,1","161,11"
2018-01-31 07-PM,9995,"1092,82","1,1","160,88"
2018-01-31 06-PM,"9974,52","1097,22","1,1","160,07"
2018-01-31 05-PM,9951,"1097,05","1,09","159,89"
2018-01-31 04-PM,"9962,49",1097,"1,1","160,28"
2018-01-31 03-PM,"9945,92","1094,81","1,09",160
2018-01-31 02-PM,9910,1087,"1,08","159,96"
2018-01-31 01-PM,"10056,34","1093,99","1,11","162,11"
2018-01-31 12-PM,"10280,52","1116,8","1,13","165,99"
2018-01-31 11-AM,10230,"1102,99","1,11","164,88"
2018-01-31 10-AM,"10141,4","1093,98","1,12","163,34"
2018-01-31 09-AM,10060,"1081,2","1,09","162,28"
2018-01-31 08-AM,"10134,17",1084,"1,1","163,69"
2018-01-31 07-AM,"10189,42",1100,"1,11","164,3"
2018-01-31 06-AM,"9989,09","1075,52","1,09",162
2018-01-31 05-AM,"9873,99",1053,"1,07","159,68"
2018-01-31 04-AM,"9814,89","1055,2","1,08","158,88"
2018-01-31 03-AM,9850,1060,"1,09","161,34"
2018-01-31 02-AM,"9994,2","1066,05","1,12","162,21"
2018-01-31 01-AM,"9742,96","1031,69","1,06","157,31"
2018-01-31 12-AM,"9698,98",1028,"1,03","159,4"
2018-01-30 11-PM,9971,"1051,54","1,1","163,31"
2018-01-30 10-PM,"10101,01","1070,78","1,12","165,84"
2018-01-30 09-PM,10082,"1059,71","1,11","165,09"
2018-01-30 08-PM,9979,"1054,99","1,11","164,5"
2018-01-30 07-PM,10186,"1085,13","1,14","168,24"
2018-01-30 06-PM,"9950,45","1050,69","1,12","164,26"
2018-01-30 05-PM,"10146,45","1089,97","1,16","167,11"
2018-01-30 04-PM,"10340,29","1112,49","1,17","169,32"
2018-01-30 03-PM,"10292,23","1109,47","1,15","168,5"
2018-01-30 02-PM,"10511,07","1131,39","1,19","171,09"
2018-01-30 01-PM,"10399,9","1117,87","1,16","170,31"
2018-01-30 12-PM,"10895,99","1151,27","1,2","176,27"
2018-01-30 11-AM,"10907,99","1157,63","1,2","175,76"
2018-01-30 10-AM,"10850,27","1149,68","1,2","174,51"
2018-01-30 09-AM,"10873,89","1159,79","1,21","174,56"
2018-01-30 08-AM,"11041,48","1168,72","1,23","177,37"
2018-01-30 07-AM,"11019,35",1159,"1,22","177,37"
2018-01-30 06-AM,"10907,37","1146,5","1,2","175,2"
2018-01-30 05-AM,"10970,61","1153,46","1,21","177,35"
2018-01-30 04-AM,"10949,57",1143,"1,22","176,93"
2018-01-30 03-AM,"10914,39","1121,26","1,21","175,76"
2018-01-30 02-AM,"10923,87","1136,34","1,22","175,32"
2018-01-30 01-AM,10886,"1129,22","1,22","175,06"
2018-01-30 12-AM,"11193,59","1168,99","1,25","180,12"
2018-01-29 11-PM,"11162,62",1168,"1,26","180,08"
2018-01-29 10-PM,"11046,1","1145,22","1,24","178,25"
2018-01-29 09-PM,"11213,96","1167,62","1,27","180,9"
2018-01-29 08-PM,"11185,52","1159,62","1,27","179,28"
2018-01-29 07-PM,"11136,07",1161,"1,27","178,63"
2018-01-29 06-PM,"11231,48",1168,"1,28","179,92"
2018-01-29 05-PM,"11240,21","1173,44","1,28","181,15"
2018-01-29 04-PM,"11240,37","1177,22","1,28","181,59"
2018-01-29 03-PM,"11288,74","1190,61","1,29","182,9"
2018-01-29 02-PM,"11210,1","1186,5","1,28","182,05"
2018-01-29 01-PM,"11218,99",1178,"1,27","182,51"
2018-01-29 12-PM,"11100,6",1168,"1,26",180
2018-01-29 11-AM,11135,1167,"1,25","180,14"
2018-01-29 10-AM,"11283,34",1179,"1,27","181,43"
2018-01-29 09-AM,"11284,99",1175,"1,28","182,01"
2018-01-29 08-AM,"11280,1","1178,46","1,27",182
2018-01-29 07-AM,11211,"1164,86","1,28","180,94"
2018-01-29 06-AM,"11272,06","1175,2","1,28","182,51"
2018-01-29 05-AM,"11466,56","1197,16","1,31","184,99"
2018-01-29 04-AM,"11461,63","1203,09","1,32","186,1"
2018-01-29 03-AM,"11452,35",1185,"1,3","185,56"
2018-01-29 02-AM,11420,1186,"1,31","185,36"
2018-01-29 01-AM,11386,1180,"1,29","185,96"
2018-01-29 12-AM,"11754,64","1232,44","1,33","192,47"
2018-01-28 11-PM,"11685,58","1229,41","1,35","193,76"
2018-01-28 10-PM,"11721,74",1231,"1,36","193,83"
2018-01-28 09-PM,"11775,24","1229,61","1,33","193,21"
2018-01-28 08-PM,"11767,46","1218,5","1,28","192,51"
2018-01-28 07-PM,"11706,36",1215,"1,26","189,76"
2018-01-28 06-PM,"11599,99",1216,"1,26","187,63"
2018-01-28 05-PM,"11642,55",1210,"1,27","188,23"
2018-01-28 04-PM,11640,"1204,86","1,26","188,17"
2018-01-28 03-PM,"11583,63","1199,61","1,24","187,25"
2018-01-28 02-PM,"11605,13","1206,5","1,24","187,1"
2018-01-28 01-PM,"11681,1",1224,"1,24","189,42"
2018-01-28 12-PM,"11543,42",1194,"1,23","185,6"
2018-01-28 11-AM,11800,1237,"1,26","189,43"
2018-01-28 10-AM,"11711,99","1206,17","1,24",187
2018-01-28 09-AM,"11800,14",1178,"1,26","186,81"
2018-01-28 08-AM,"11824,9","1170,21","1,26","186,44"
2018-01-28 07-AM,"11824,66","1164,25","1,26","186,49"
2018-01-28 06-AM,"11948,43","1175,01","1,28","188,63"
2018-01-28 05-AM,"11787,49","1156,82","1,26","184,85"
2018-01-28 04-AM,11750,"1140,65","1,25","185,22"
2018-01-28 03-AM,"11434,49",1121,"1,22","182,24"
2018-01-28 02-AM,11433,"1113,33","1,22","182,06"
2018-01-28 01-AM,"11448,97","1111,35","1,22","181,01"
2018-01-28 12-AM,"11493,79",1115,"1,22","181,9"
2018-01-27 11-PM,"11446,54","1115,51","1,22","182,12"
2018-01-27 10-PM,"11476,99","1119,67","1,21","181,76"
2018-01-27 09-PM,"11553,35","1121,01","1,23","182,99"
2018-01-27 08-PM,"11505,35","1106,4","1,23","182,81"
2018-01-27 07-PM,"11465,11","1101,33","1,23","181,16"
2018-01-27 06-PM,"11444,99","1094,37","1,23","181,25"
2018-01-27 05-PM,"11430,36",1097,"1,22","181,66"
2018-01-27 04-PM,"11555,1",1107,"1,23","182,12"
2018-01-27 03-PM,"11500,01","1091,73","1,24","182,61"
2018-01-27 02-PM,"10998,23","1060,96","1,19","175,96"
2018-01-27 01-PM,"11042,99","1063,04","1,2","176,15"
2018-01-27 12-PM,"10954,95","1058,74","1,18","175,92"
2018-01-27 11-AM,"10938,9","1058,92","1,19","175,15"
2018-01-27 10-AM,"11214,78","1072,51","1,21","178,89"
2018-01-27 09-AM,"11269,64",1074,"1,22","180,68"
2018-01-27 08-AM,"11152,92","1057,09","1,21","179,71"
2018-01-27 07-AM,"11225,84",1065,"1,21","180,26"
2018-01-27 06-AM,"11308,09","1067,23","1,22","181,47"
2018-01-27 05-AM,"11252,02","1064,97","1,22","180,25"
2018-01-27 04-AM,"11047,61","1050,95","1,19","175,43"
2018-01-27 03-AM,"11038,25","1052,99","1,19","174,99"
2018-01-27 02-AM,"11152,68","1052,26","1,2","177,09"
2018-01-27 01-AM,"10982,86","1038,23","1,19","175,13"
2018-01-27 12-AM,"11110,8",1054,"1,21","176,54"
2018-01-26 11-PM,"11092,95","1051,81","1,21","175,92"
2018-01-26 10-PM,"10805,11","1029,37","1,19","173,32"
2018-01-26 09-PM,"10925,97","1040,35","1,19","174,35"
2018-01-26 08-PM,10995,"1043,69","1,2","175,06"
2018-01-26 07-PM,"10961,35","1034,11","1,19","173,84"
2018-01-26 06-PM,"11047,11","1044,69","1,21","174,53"
2018-01-26 05-PM,"11178,19","1057,42","1,23","177,9"
2018-01-26 04-PM,11100,"1051,88","1,23","177,5"
2018-01-26 03-PM,"11043,08",1049,"1,24","176,17"
2018-01-26 02-PM,"10831,7","1034,95","1,21","174,69"
2018-01-26 01-PM,10541,1018,"1,18","170,71"
2018-01-26 12-PM,10601,"1022,26","1,19","171,7"
2018-01-26 11-AM,"10523,99",1007,"1,18","170,23"
2018-01-26 10-AM,"10532,33","1008,96","1,18","170,26"
2018-01-26 09-AM,"10488,02","997,9","1,15","167,98"
2018-01-26 08-AM,"10745,24",1021,"1,2","171,91"
2018-01-26 07-AM,"11060,86",1040,"1,2","175,59"
2018-01-26 06-AM,"11379,43",1069,"1,28","180,06"
2018-01-26 05-AM,"11360,62","1063,48","1,28","179,36"
2018-01-26 04-AM,"11466,86","1067,54","1,31","180,64"
2018-01-26 03-AM,"11557,44","1075,29","1,32","181,35"
2018-01-26 02-AM,11590,1069,"1,32","181,07"
2018-01-26 01-AM,"11325,34","1058,57","1,29","179,93"
2018-01-26 12-AM,"11400,29","1066,82","1,31","181,28"
2018-01-25 11-PM,"11155,54",1050,"1,3",179
2018-01-25 10-PM,"11150,1","1055,73","1,31","178,91"
2018-01-25 09-PM,"11252,43","1060,19","1,32","179,31"
2018-01-25 08-PM,"11251,9","1065,81","1,32","180,02"
2018-01-25 07-PM,"11231,92",1063,"1,31","179,63"
2018-01-25 06-PM,"11246,98","1060,81","1,31","181,26"
2018-01-25 05-PM,"10982,17","1040,95","1,3","178,21"
2018-01-25 04-PM,"10919,65","1027,03","1,28","176,89"
2018-01-25 03-PM,"10952,06","1024,9","1,28","175,11"
2018-01-25 02-PM,"11179,88","1043,5","1,31","178,94"
2018-01-25 01-PM,11231,1050,"1,32","180,14"
2018-01-25 12-PM,"11038,6","1028,5","1,3","177,93"
2018-01-25 11-AM,11157,1048,"1,31","178,6"
2018-01-25 10-AM,11320,"1065,6","1,33","181,02"
2018-01-25 09-AM,"11340,07","1062,89","1,34","180,49"
2018-01-25 08-AM,"11315,41","1056,87","1,34","180,89"
2018-01-25 07-AM,"11425,31","1073,8","1,36","182,57"
2018-01-25 06-AM,11475,"1081,11","1,37","183,31"
2018-01-25 05-AM,"11543,66","1089,18","1,36","183,68"
2018-01-25 04-AM,"11450,12","1084,96","1,35","183,1"
2018-01-25 03-AM,"11633,02",1097,"1,37","183,73"
2018-01-25 02-AM,"11563,79","1087,8","1,35","183,51"
2018-01-25 01-AM,"11465,49","1072,75","1,35","181,9"
2018-01-25 12-AM,"11318,06",1060,"1,35","179,69"
2018-01-24 11-PM,"11400,96",1065,"1,36","180,9"
2018-01-24 10-PM,"11113,67","1034,01","1,33","179,38"
2018-01-24 09-PM,"11233,84",1042,"1,35","180,56"
2018-01-24 08-PM,"11170,07",1030,"1,34","180,76"
2018-01-24 07-PM,"11187,34","1034,98","1,36",180
2018-01-24 06-PM,"11047,74","1018,93","1,34","177,56"
2018-01-24 05-PM,"11111,01","1025,58","1,35","179,21"
2018-01-24 04-PM,"11047,14","1019,96","1,35","177,91"
2018-01-24 03-PM,"11069,93",1012,"1,31","179,16"
2018-01-24 02-PM,11300,"1042,27","1,35","181,95"
2018-01-24 01-PM,"11335,43","1026,48","1,41","183,49"
2018-01-24 12-PM,"11348,06","1029,52","1,4","184,36"
2018-01-24 11-AM,11068,"1009,34","1,37","179,96"
2018-01-24 10-AM,"11023,95",1002,"1,37","179,68"
2018-01-24 09-AM,"11120,19",1010,"1,38","179,84"
2018-01-24 08-AM,"10869,29",1000,"1,35","177,8"
2018-01-24 07-AM,"10947,07","998,01","1,36","178,62"
2018-01-24 06-AM,"10959,8","993,68","1,36","179,42"
2018-01-24 05-AM,"10640,24",974,"1,32","174,29"
2018-01-24 04-AM,"10691,61",970,"1,32","175,51"
2018-01-24 03-AM,"10838,38","984,86","1,34","177,01"
2018-01-24 02-AM,"10770,36","977,58","1,34","174,84"
2018-01-24 01-AM,"10657,75","964,96","1,31","174,32"
2018-01-24 12-AM,10600,"963,21","1,29",175
2018-01-23 11-PM,"10851,82","983,7","1,34","177,41"
2018-01-23 10-PM,11050,1001,"1,36","180,83"
2018-01-23 09-PM,"10980,54","994,09","1,37","180,56"
2018-01-23 08-PM,"11128,44","1001,26","1,38","181,67"
2018-01-23 07-PM,11025,"988,87","1,34","179,74"
2018-01-23 06-PM,"11234,98","998,2","1,37","183,2"
2018-01-23 05-PM,"11183,9","1004,54","1,36","183,01"
2018-01-23 04-PM,11370,"1019,58","1,43","185,64"
2018-01-23 03-PM,"10774,61","987,77","1,35","177,05"
2018-01-23 02-PM,10451,953,"1,29","172,6"
2018-01-23 01-PM,"10317,8",940,"1,26","171,11"
2018-01-23 12-PM,"10260,1","930,83","1,23","170,01"
2018-01-23 11-AM,"10196,47","931,7","1,22",168
2018-01-23 10-AM,"10362,39",945,"1,25","169,68"
2018-01-23 09-AM,"10524,44",960,"1,26","172,18"
2018-01-23 08-AM,"10729,1",979,"1,3","176,98"
2018-01-23 07-AM,10310,"951,69","1,24","169,62"
2018-01-23 06-AM,10350,"955,26","1,25","170,74"
2018-01-23 05-AM,"10439,15","961,96","1,26","171,5"
2018-01-23 04-AM,"10631,21","974,98","1,29","173,99"
2018-01-23 03-AM,10850,"1000,85","1,33","178,85"
2018-01-23 02-AM,10780,"994,27","1,3","176,22"
2018-01-23 01-AM,"10725,91","985,52","1,3","176,34"
2018-01-23 12-AM,"10808,25","998,25","1,34","178,5"
2018-01-22 11-PM,"10808,99","997,21","1,34","179,03"
2018-01-22 10-PM,"10699,97","988,49","1,25","177,49"
2018-01-22 09-PM,10350,"952,99","1,18","171,33"
2018-01-22 08-PM,"10399,87","954,1","1,2","171,84"
2018-01-22 07-PM,"10619,5","977,48","1,22","176,68"
2018-01-22 06-PM,"10488,78","967,16","1,19","174,47"
2018-01-22 05-PM,10630,983,"1,21","176,6"
2018-01-22 04-PM,"10588,91",971,"1,2","175,98"
2018-01-22 03-PM,"10481,08","961,17","1,17","174,91"
2018-01-22 02-PM,"10739,86","985,88","1,22","178,3"
2018-01-22 01-PM,"10686,69","985,74","1,21","176,56"
2018-01-22 12-PM,"11343,24","1036,14","1,31",187
2018-01-22 11-AM,"11303,93","1043,63","1,33","187,13"
2018-01-22 10-AM,"11717,95","1078,61","1,38","192,96"
2018-01-22 09-AM,"11744,11","1072,84","1,39","193,51"
2018-01-22 08-AM,"11753,49","1074,98","1,38","193,61"
2018-01-22 07-AM,"11756,5","1071,82","1,39","193,88"
2018-01-22 06-AM,"11634,03","1062,61","1,38","192,05"
2018-01-22 05-AM,"11473,27",1049,"1,36","190,81"
2018-01-22 04-AM,"11634,09","1063,09","1,38","192,88"
2018-01-22 03-AM,"11541,58","1049,9","1,37","191,53"
2018-01-22 02-AM,"11579,88","1051,85","1,37","192,64"
2018-01-22 01-AM,"11469,79","1042,87","1,37","189,86"
2018-01-22 12-AM,"11708,91","1068,22","1,41","194,38"
2018-01-21 11-PM,"11558,87","1049,09","1,36",191
2018-01-21 10-PM,"11241,99","1016,96","1,34","186,79"
2018-01-21 09-PM,"11388,92","1034,61","1,35","188,99"
2018-01-21 08-PM,11159,"1014,05","1,31","185,12"
2018-01-21 07-PM,"11494,27","1049,36","1,37","191,16"
2018-01-21 06-PM,"11514,92","1043,43","1,37","190,31"
2018-01-21 05-PM,"11479,11","1045,64","1,35","190,01"
2018-01-21 04-PM,11299,"1040,16","1,34","186,12"
2018-01-21 03-PM,"11589,73","1053,39","1,37","189,89"
2018-01-21 02-PM,"11772,71","1081,07","1,4","193,38"
2018-01-21 01-PM,"12033,58","1104,47","1,44","196,53"
2018-01-21 12-PM,"12028,64","1087,1","1,43","196,35"
2018-01-21 11-AM,12180,1110,"1,48",199
2018-01-21 10-AM,"11797,5","1066,02","1,4","192,54"
2018-01-21 09-AM,11735,"1056,82","1,38",190
2018-01-21 08-AM,"11931,61","1077,14","1,4","193,85"
2018-01-21 07-AM,11970,"1076,53","1,4","193,08"
